TransactionID,Category,TransactionAmount,cc_num,Timestamp,MerchantName,Location,CustomerID,CustomerName,gender,dob,job,Address,FraudIndicator
55364710,misc_pos,1870.08,4073215355301184331,2020-04-09 23:27:03,"Ingram, Pratt and Dean","836 Taylor Stravenue- Edwardsfurt, AS 88044",7beff65c,Sandra Jenkins,M,1940-03-21,"Scientist, biomedical","1857 John Place- Mcknightchester, AK 41017",0
b61e8508,shopping_net,2898.0,2682018642687787,2020-05-27 22:57:23,Torres-Chapman,"256 Ryan Mission Suite 713- West Donnatown, AZ 67863",94aadb9e,Matthew Joseph,F,1945-07-21,Accounting technician,"5227 Jesse Place- Jameschester, GU 87521",0
fb0b0c60,entertainment,826.4,180037802921027,2020-06-05 19:59:54,"Phillips, Lopez and Smith","8071 Sarah Rue Suite 129- Mooreshire, IL 38521",9dd3f063,Amanda Evans,M,1998-08-01,Clothing/textile technologist,"880 Stephanie Dale- Millerburgh, WA 43212",0
1cfb3267,health_fitness,1894.24,4396168556415546040,2019-10-21 15:52:08,"Butler, Ortega and Hart","074 Moses Junctions Apt. 656- South Paulamouth, IA 16240",869d7ec6,Keith Morgan,F,1958-02-04,"Teacher, special educational needs","531 Rivera Roads Suite 746- Curtisside, WA 37053",1
f333b5a0,food_dining,1328.74,377436755758480,2019-02-26 16:33:45,Jenkins PLC,"763 Boyd Plains- Riverston, PA 56312",a254db40,Sandra Perez,M,1988-09-01,Immunologist,"8959 Cassandra Wells- North Michael, OH 66974",1
911b1237,home,68.22,6011895846843800,2020-02-07 03:06:18,Good Group,"072 Thompson Grove- New Austinmouth, PW 92240",d5c58743,Gregory Sparks,M,1995-07-14,"Scientist, audiological","748 Gomez Knolls Suite 965- Shortland, PR 92774",1
3637430b,health_fitness,1963.52,379556582056200,2019-05-29 10:01:52,"Holland, Hart and Carter","5448 Velazquez Cliff Suite 625- Williamhaven, AZ 39307",e10bb5bd,Vincent Gonzales,M,1955-10-26,Accounting technician,"6438 Stevenson Unions- Larsenland, NY 17405",1
3025068d,health_fitness,2598.81,2527540333529936,2019-01-02 08:44:37,"Scott, Mclean and Chen","8738 Tiffany Lake Apt. 886- Rhodeston, MA 23975",a90a07e7,Nathaniel Bennett,M,1971-04-24,Physiotherapist,"52418 Kyle Lodge- Susanland, MI 92531",0
68ecd10b,health_fitness,4466.42,3597019646664816,2019-10-17 02:24:04,Spencer-Martin,"28999 Gerald Bridge Suite 994- Stevenburgh, NV 93380",87b01899,Mrs. Alicia Bowen DDS,M,1966-06-23,Mechanical engineer,USCGC Preston- FPO AP 83081,1
cccf6ca4,entertainment,3290.42,676138151235,2020-03-17 20:06:55,Johnson-Frank,"310 Lopez Square Suite 438- Youngstad, SC 55502",032d6931,Nancy Fowler,F,1973-11-10,Prison officer,"342 Wright Creek Apt. 838- Spearsburgh, RI 98016",1
7d9e9a12,misc_net,4269.29,2260453841586680,2020-06-06 03:44:50,"Lara, Ryan and Johnson","50540 Robert Green- Lake Vanessa, ME 16050",b5339bf4,Donald King,F,1938-02-21,Historic buildings inspector/conservation officer,"7928 Little Inlet- Stacyberg, AL 54483",0
d3dab569,grocery_net,686.17,3548213684363577,2019-05-12 01:04:04,Stevens-Campbell,"45553 Rebecca Stravenue- West Kyleland, KY 93188",a6a9be7e,Lisa Howell,F,1986-03-10,Television production assistant,"60395 Ward Forks- East Janet, NC 55099",1
39687546,entertainment,415.74,4273129298909341,2019-02-07 11:25:54,"Moore, Hall and Brock","70823 Jennifer Court- South Lindseyborough, NM 09775",f606d92f,Christopher Holloway,M,1985-02-04,Chief Executive Officer,"9566 Christina Wells- New Phillipview, HI 83828",1
89d98e6d,gas_transport,755.64,2250592502691370,2019-03-20 20:40:25,Saunders and Sons,"2367 Samuel Row Apt. 459- Lake Jacob, LA 05988",1f76bc42,Bryan Barrett,F,1997-02-02,"Teacher, special educational needs","963 Thomas Mountain Suite 772- Edwardchester, GA 27015",0
89c41850,travel,3868.9,2501022040980967,2019-11-23 07:04:07,"White, Moran and Miller","9525 Krystal Fort- New Thomasview, OR 52929",fe7f3559,Caleb Barnett,M,1964-05-27,Materials engineer,"63278 Joshua Crescent- West Andrew, TX 17535",0
51444919,entertainment,3102.66,344652717829975,2019-05-21 15:58:06,Bryant LLC,USS Hogan- FPO AE 57835,a0f5aeb0,Gregory Kim,M,1958-06-29,Audiological scientist,"27816 Evans Trail- Lake Donaldfort, VT 15217",0
8d101067,entertainment,3514.64,6526343879908800,2019-12-24 15:12:57,Medina Ltd,"5168 David Terrace Apt. 238- Lake Matthew, NE 83483",341653db,Rebekah Anderson DVM,M,1981-04-17,"Surveyor, land/geomatics","PSC 7844, Box 2412- APO AE 79582",1
de6f1438,travel,3943.95,3583114287268047,2019-03-23 07:47:54,Thompson-Thompson,USS Scott- FPO AE 11694,5bfdf9b2,Miranda Rodriguez,F,1988-04-06,"Librarian, public",USNV Romero- FPO AE 15332,0
e9ff9291,kids_pets,166.32,6504893173548799,2019-04-16 15:34:05,Hughes-Fields,"311 Weaver Throughway Apt. 610- Hallview, PA 35855",a855f6b7,Nicholas Walters,F,1996-05-24,Energy engineer,"01018 Holmes Plaza Apt. 050- West Lisa, FM 65903",0
35e092ab,kids_pets,1655.14,6507379264393136,2020-02-29 04:02:19,Stephens-Martin,"33596 Kennedy Stream Apt. 205- Thomaston, UT 47757",8c579e47,Shawn Henderson,M,2000-03-08,Audiological scientist,"602 Romero Squares Suite 714- Lake Heather, OH 12296",0
a0def0f5,grocery_net,1159.78,2254913883923180,2020-05-09 07:23:37,"Krause, Perry and Brown",USCGC Kirk- FPO AP 98156,87f85bc5,Juan Brown,F,1979-02-20,Physiotherapist,"PSC 4096, Box 6179- APO AE 39408",0
abaa7ac1,food_dining,2541.84,6511048990865592,2020-04-17 19:31:11,Thompson-Hanna,"36867 Paul Junctions- Singletontown, KS 99534",9adc0dca,Sylvia Murphy,F,1954-03-19,Television production assistant,"247 Angela Mountain Apt. 336- Orozcoberg, CO 10420",0
0d27290c,food_dining,4533.43,213106138438526,2019-04-15 13:58:27,"Morgan, Jones and Moore","6739 Hogan Mountains- West Anna, VI 97627",c75c5c01,Jennifer Olsen,M,2001-09-13,Physiotherapist,"098 Cindy Cove- Glassfurt, PA 31857",0
409db38e,travel,2210.78,060480383409,2020-05-07 07:49:05,White Inc,"827 Williams Ways- Lake Carolmouth, MS 27374",fc0bae36,Jonathon May,M,1962-12-10,Audiological scientist,"8551 Katelyn Plain- Amyport, MI 48914",0
521cef42,misc_pos,539.05,30141125269478,2019-04-21 14:45:17,"Payne, Carter and Perez",Unit 0996 Box 0577- DPO AP 61283,2e525965,Kayla Gonzalez,F,1973-06-28,Trading standards officer,"95673 Leblanc Brooks Suite 502- North Darrenhaven, MO 89563",0
796abd6d,gas_transport,1673.7,30509195784172,2019-11-07 17:42:25,Berger Group,"8604 Robert Ford Apt. 103- Jenniferberg, RI 14165",5a43dffd,Sarah Wright,M,1971-10-07,Podiatrist,"81253 Stephanie Cliffs Suite 223- Douglasburgh, IA 30387",0
b7377687,travel,1276.48,3519214321497559,2019-05-28 19:44:39,Campbell-Pugh,"00677 Hunter Station- Lake Linda, NJ 79505",370164c4,Erin Martinez,M,1962-09-21,Mechanical engineer,"1960 Logan Skyway Suite 040- Pittsstad, WY 18021",1
55d5f13e,gas_transport,1018.06,3504589116111656,2019-11-03 12:46:46,"Grimes, Gillespie and Cooper","58183 Lynn Field Apt. 460- Susanfurt, VI 03162",e3001104,Brenda Castro,M,1970-06-07,Further education lecturer,"37347 Murphy Street Suite 744- New Jeremy, TX 57555",1
b97c61ff,grocery_pos,3630.97,501891161363,2019-02-12 19:32:51,Murray LLC,"27972 Samantha Ports- Garciachester, UT 01936",852fbf16,Samantha Rodgers,F,1973-03-01,Dealer,"9014 Rebecca Ferry Suite 888- Jeremymouth, MN 65286",0
8d3026fe,misc_pos,3872.15,4673304978228983,2019-11-07 13:09:30,Watts PLC,"44950 Jessica Views- Willisville, WY 43004",e75acba8,Christopher Valdez,F,1969-06-05,Television production assistant,"0253 Smith Knoll- Berryfurt, CO 22434",0
b816bbf4,entertainment,2131.77,3553514926320347,2019-05-15 22:05:15,"Serrano, Garrison and Davis","799 Paul Fords Apt. 149- Normanton, TX 50988",68fc3519,Natalie Harding,F,1973-08-21,"Scientist, biomedical","008 Kenneth Village- Millerchester, SD 47625",0
e30d11ed,shopping_pos,3584.62,36139877399091,2020-02-24 21:29:52,Case-Mcintosh,"7287 Aaron Flat- South Jasonstad, MA 06924",9fc4413e,Teresa Cochran,M,1996-03-04,Mechanical engineer,"3395 Rowe Square- Turnermouth, MA 56754",0
aa871080,shopping_pos,3026.49,4651234753927903,2019-07-18 01:06:07,"Griffin, Nguyen and Hunter","301 Michael Street- Andrechester, SD 90294",fed9685a,Jennifer Anderson,F,1995-04-17,"Librarian, public","PSC 9856, Box 6318- APO AP 12420",0
76863b33,personal_care,3299.87,213124273303942,2019-06-11 03:19:56,Washington Group,"7639 John Cliffs- West Johntown, NY 18536",ec7c39fe,Erik Davis,M,1953-06-07,Prison officer,"13021 Bradley Pines- North Christyhaven, MH 55662",1
915022c3,misc_net,3355.22,4411047114861335,2019-02-21 14:18:17,Bennett Ltd,"61895 Taylor Highway- Armstrongside, MP 05173",ff184540,Donna Smith,M,1963-08-18,Agricultural consultant,"776 Randall Pike Apt. 525- Natashaton, AZ 16011",0
237444bd,grocery_pos,1882.27,4100147605774830784,2019-03-01 13:42:03,Lewis Ltd,"78635 Peterson Unions- Jacobsview, AS 48449",6bd2e28b,Melissa King,F,1957-10-08,Dealer,"122 Michael Shores Suite 131- Port Julia, TN 51574",0
f065bcc4,travel,1391.68,3564350524984672,2020-06-07 02:17:49,Ellis-Burke,"69055 Andrew Well- Christinamouth, KS 27243",11681aa4,Heather Robinson,M,1949-05-12,Paramedic,"8100 Brown Roads Apt. 349- Lauraburgh, CT 45602",0
c5424083,home,4570.96,6011082173049422,2019-06-02 05:49:55,Saunders and Sons,"4140 Scott Meadows Suite 815- Williamville, ME 82209",c173d69b,Michael Hunter,M,1982-02-25,Early years teacher,"2707 Kevin Ports- Saraborough, WA 75676",0
8dfadc5a,travel,2074.97,4076626772959672647,2019-12-14 12:37:13,"Rivera, Martin and Evans","0281 Jay Club Apt. 040- Tinahaven, MN 86097",f7fbe0d8,Robin Gordon,F,1999-12-20,"Surveyor, land/geomatics","4830 Elizabeth Heights Apt. 384- East Bonnie, TN 94371",0
b82c06fc,home,3567.13,374032454391278,2019-09-02 19:58:49,Gonzales Group,"87313 Andrew Harbors- Deborahburgh, MS 29427",670dbfb0,Nancy Reese,F,1950-12-02,Sub,"6418 Anderson Highway Apt. 966- Alvarezview, ID 24729",0
cd1530c3,home,368.14,180055392682130,2020-03-07 22:49:15,Mcdonald-Walton,"PSC 3236, Box 8904- APO AE 91199",d475e8a0,Carla Smith,F,1977-05-20,Paramedic,"3014 Ronald Causeway- North Tinabury, NV 01011",1
caa766d6,home,3632.33,3592623876945905,2019-07-28 01:43:21,"Rivera, Martin and Evans","9122 Singh Course- South Mary, SC 26968",c459bd99,James Meyer MD,M,1999-11-25,Exhibition designer,"16287 Kimberly Place- North Ebony, VT 10213",0
5edc35b6,entertainment,4764.14,349641781436291,2019-09-29 17:30:45,"Sanders, Hansen and Gentry",USNS Mclaughlin- FPO AE 55465,c9776941,Gerald Pitts,M,1977-10-17,Systems analyst,"3843 Amy Road Apt. 489- North Tamaramouth, SC 72710",0
264d6e00,misc_pos,3471.87,4592868471645875,2019-06-17 04:00:45,Taylor-King,"7340 James Springs Apt. 239- Michaelmouth, TN 84616",5d2f1883,Ryan Hayes,M,1937-03-06,Dealer,"0385 Gomez Ridges Apt. 448- Richardstad, UT 26625",0
4ecba98e,kids_pets,3523.15,2271791044288183,2019-11-14 00:03:07,Brady-Alexander,"9168 Clark Fords Suite 613- Jeffreymouth, NC 21888",578c0899,Angela Jenkins,M,1934-10-13,Clothing/textile technologist,"3154 Porter Neck Apt. 387- South Jeanette, IN 11773",0
e58e6ecd,kids_pets,3348.96,348518502043898,2020-04-09 15:05:01,Reed-Miller,"22359 Amy Hill Suite 993- Drakeshire, UT 13420",b62bd542,Tammy Carrillo,M,1976-01-21,Prison officer,USNV Simmons- FPO AE 95800,0
2cb23c96,personal_care,572.79,4682217793980316,2019-12-10 22:40:37,"Rivera, Martin and Evans","202 Lisa Road Suite 552- South John, WV 24185",b45b6fe0,Heather Castro,F,1937-12-08,Mechanical engineer,"2604 Glenn Springs Apt. 024- Suttonburgh, WV 85815",0
cd671b38,food_dining,4225.35,4940705563621597,2020-04-02 08:29:46,Adams PLC,"36910 Hunter Knoll- East Tonyburgh, MA 31754",f8bc6f37,Stanley Cox,F,1992-06-20,Film/video editor,"79531 Beth Courts Apt. 689- South Gregory, VA 52611",0
450d00c8,grocery_pos,3246.55,6011841435462685,2019-08-30 00:55:05,Ortiz Inc,"2703 Keith Road- Brianville, AS 63656",bbed0286,Cody Andrews,M,1942-08-28,Immunologist,"4964 William Corner- Port Seanville, WY 20554",0
5c50e76e,shopping_pos,3333.72,6554023787687127,2019-02-14 05:12:03,"York, Tate and Jones","8060 Mallory Loop- North Thomas, FM 24277",752aad30,Thomas Vazquez,F,1985-10-20,Audiological scientist,"482 Jennifer Neck Apt. 472- Davidsontown, AL 76655",0
05c4e420,health_fitness,2230.47,4940184376248503,2020-01-21 23:13:17,"Oneal, Campbell and Brooks","233 Ramirez Lights Apt. 775- Nobleport, VT 99229",f4d73037,Henry Wilcox,M,1956-12-15,"Scientist, audiological","690 Myers Crossroad- Johnsfurt, CA 59896",0
0d21ac02,health_fitness,2623.71,213172924159221,2019-12-08 18:52:30,Hall Ltd,"588 Elizabeth Extensions- Johnsonport, ME 46585",56933c3b,Brooke Myers,M,2001-01-24,Accounting technician,"6139 John Port- East Douglashaven, AZ 73668",0
007286fd,home,4371.2,30426940692529,2020-01-02 03:02:49,Jimenez Ltd,"PSC 0694, Box 8095- APO AA 32256",ec3d2a42,Courtney Rivera,F,1951-06-11,Film/video editor,"PSC 4147, Box 8701- APO AE 16798",0
f66d312d,personal_care,4788.78,3501776974856877,2020-04-16 04:50:15,Mitchell-Murphy,"6858 Pacheco Village- Wheelerbury, NH 42244",6927466d,Joseph Ramirez,F,1985-03-07,Early years teacher,"8096 Boyd Alley- Dominguezside, MD 01742",0
b1194a58,health_fitness,244.21,4631371674850999,2019-02-24 20:44:46,"Krause, Perry and Brown","0969 Williams Locks Apt. 448- Hendrixstad, HI 67831",fd21b3c3,Gabrielle Wallace,F,1995-03-12,Television production assistant,"7328 Ernest Wall- New Maryfort, RI 75229",0
0f202fe6,grocery_pos,429.45,371711432269929,2020-01-08 21:30:02,Pollard-Barnes,"715 Mathew Plaza Suite 531- Lake Stephanie, RI 09336",89afcda1,George Hernandez,F,1943-12-31,Mechanical engineer,"847 Randall Springs Suite 825- North Monica, SD 57091",0
b6586d27,grocery_pos,2174.39,3508759452155478,2019-09-08 05:32:04,Crane LLC,"7963 Zavala Isle- South Sandraview, NJ 68646",d8b3d06c,Robert York,M,1948-05-01,Prison officer,USNV Chavez- FPO AE 78398,0
41513689,entertainment,3778.61,2600687582303545,2019-06-10 20:56:35,Calderon-Holland,"49216 Jeffrey Village Suite 045- Robertport, IL 24917",10ffabab,John Kelley,F,1969-03-22,"Psychologist, forensic","75895 Davidson Mount- West Jasonburgh, GU 40720",0
3f773096,food_dining,3947.56,4120016747481623,2020-02-14 20:22:22,Zuniga Ltd,"9170 Turner Ranch- Douglasville, NC 87517",81f1cf03,Erin Flores,M,1988-01-19,Dealer,"9847 Johnny Glens- Jacksonmouth, ME 93328",1
350daa5e,kids_pets,1941.73,30046705240742,2019-04-03 13:20:41,Zuniga Ltd,"244 Perez Point Apt. 197- Ramosstad, VT 41302",0b2706b8,Bradley Smith,M,1950-05-23,Dealer,"937 Graham Walk- Tammyville, IA 27157",0
0dd591ff,grocery_net,4267.15,180047896399154,2020-04-21 08:50:26,Harrell LLC,"78038 James Motorway- Port Victoria, SD 58931",6af5c73b,Carrie Turner,F,1995-01-14,Accounting technician,"91780 Brittany Cliff Apt. 244- Lake Michael, VA 08257",0
ce78c8e0,grocery_net,4483.54,2275728740719869,2020-05-07 15:25:39,"Scott, Clark and Choi","080 Zachary Locks Apt. 544- East Matthew, CO 26322",0e01d9d2,Wendy Robertson,M,1943-01-13,Geoscientist,"22813 Lopez Burg- Waltonchester, MO 74059",1
e9ed2e5c,misc_net,2873.84,579094119156,2019-04-08 15:56:14,"Houston, Elliott and Watson",USCGC Chambers- FPO AP 63897,4727b156,Christopher Burke,F,1974-02-28,Film/video editor,"7984 Clark Corner Apt. 822- New Dustin, MN 42891",0
a850baaa,health_fitness,3840.82,4479321415703754,2019-11-14 06:20:21,"Dunn, Fox and Skinner","PSC 6813, Box 2264- APO AE 31101",fe73148a,Justin Wise,M,1990-01-18,Naval architect,"65993 Durham Dale- New Ericberg, SC 47828",1
2755272e,grocery_net,991.32,6011252319732138,2020-05-12 00:45:17,Mitchell-Murphy,"5680 Scott Center Apt. 123- Michaelport, NY 20404",133dead0,Luis Baker,F,1945-12-10,Film/video editor,"335 Sanchez Canyon- Port Deanna, NV 35176",0
cd01be7e,gas_transport,555.86,6011468201428169,2020-02-10 20:40:20,White-Montoya,"86543 Sarah Groves Suite 669- Sextonchester, IL 41587",b08194dc,Maureen Walker,M,1946-08-08,Dealer,"709 Evans Cliffs- Stevensonview, RI 78495",1
f3494b9c,kids_pets,3238.61,4314449243907,2019-03-30 17:50:25,"Oneal, Campbell and Brooks","760 Owens Estates- Loriland, NJ 23027",5b12a58b,Thomas Baker,F,1989-03-01,Paramedic,"33297 Aaron Pass- New Eric, OK 98397",0
d6c61337,misc_net,4949.68,4252003703667478811,2019-01-05 22:02:02,"Scott, Guerra and Walter","242 Clark Lodge- Lake Kyleside, DE 45966",856aacf7,Matthew Whitehead,F,1961-09-24,Chartered public finance accountant,"11141 Brian View- Gordonhaven, MP 45202",0
f69e0f6e,home,4037.25,6576623500512454,2019-03-18 09:07:35,Mcdonald-Walton,"604 Gregory Crossroad Apt. 066- West Shannonmouth, MI 86654",3c05acde,Douglas James,F,1940-02-23,Paramedic,"882 Hicks Passage- New Allison, CA 21189",0
676c3cb2,home,1786.19,4289761091311267,2019-01-11 01:52:24,Smith-Lee,Unit 2136 Box 4848- DPO AP 06639,9185544c,Raymond Murray,F,1937-11-07,Science writer,"68216 Ellis Bypass Suite 907- Lake Christopherbury, WV 93130",1
6a088e3e,gas_transport,3251.78,30487342329094,2019-05-02 04:06:26,"Craig, Crane and Shelton","9912 Carla Trace Apt. 804- Henryside, AS 94059",e7514c3b,Megan Harris,F,1945-04-01,Further education lecturer,"0145 Peterson Green- North Janet, MP 23576",1
6a19a9c6,entertainment,4962.46,4502108156861,2020-03-21 11:48:25,Murray LLC,"31055 Natalie Cove Apt. 514- Geraldmouth, AR 86145",48528714,Gina Harris,M,1973-05-21,Agricultural consultant,"629 Ryan Plains Suite 858- East Frances, TN 31593",1
2772b66e,home,1988.02,3573620829891692,2020-03-15 07:49:24,Gibson Inc,"0207 Murphy Harbors- Hendersonmouth, AZ 61656",6dc89294,Rebecca Lozano,F,1950-05-27,Systems analyst,"4531 Jason Rue Suite 430- Port Kimberlymouth, NC 18502",0
fe127f04,entertainment,2090.23,3579089327043798,2019-10-11 06:27:04,Hughes-Fields,"1157 Paul Trafficway- North Steveberg, KY 23675",a54c5c80,Joel Jimenez,F,1937-10-18,Prison officer,"3820 Adrian Mall Apt. 818- Amyland, DC 95907",1
25b3478f,home,3613.99,3564827246005803,2020-04-13 07:27:17,Wilson-Leonard,"77277 Watson Overpass- East Roberthaven, NJ 14165",d3ecd280,Stacey Rose,M,1965-02-22,Television production assistant,USNS Adams- FPO AA 10690,1
d4e901b6,grocery_net,1616.64,379588128794960,2020-05-31 03:45:15,Martinez-Thornton,"187 Perez Isle Suite 041- Wesleymouth, TX 33036",e2d27262,Christopher Miller,F,1949-02-06,Exhibition designer,"775 Gonzalez Roads- North Jenniferberg, NV 57231",0
7b1b3a20,home,3600.93,4998560529739400,2019-03-22 06:45:34,Calderon-Holland,"4373 Samantha Groves- South Cathychester, NY 69210",34b9bf8c,James Jackson,M,1995-08-06,Petroleum engineer,"5819 Gary Square Apt. 113- South Jillland, ME 10036",0
e2906d23,entertainment,2329.62,4220962833094570132,2019-04-05 19:40:52,Christian-Franklin,USS Peters- FPO AE 86926,ee477052,Jeffery Rodriguez,M,1959-03-21,Financial trader,"87906 Ariel Light- New Steven, PR 12671",1
cc8a8e91,shopping_net,2178.68,3585639069298422,2019-05-08 23:09:59,Vasquez Ltd,"984 Sparks Rapids- Stephensbury, NH 08310",215614d0,Steven Clark,M,1944-11-04,Exhibition designer,"6415 Caldwell Heights- North Scotttown, SD 75062",1
2e9ad97c,grocery_net,668.69,370234102165203,2020-01-12 08:36:47,Martinez-Thornton,"5233 Bob Bypass- South Steven, NE 81907",84ba3cd5,John Stewart Jr.,M,2001-04-11,Immunologist,"7706 Sarah Cliff Suite 414- East Tyler, ID 90695",1
d41c6b97,kids_pets,2022.6,3506511760338524,2020-05-26 13:04:40,Stevens-Campbell,"2638 Chelsea Mall Suite 918- Davisfurt, AZ 04527",06d4f6ae,Douglas Anderson,F,2004-11-06,Sub,"55374 Joseph Vista- Lake Toddmouth, ND 20337",0
8adfded6,shopping_net,2234.62,579070543676,2019-09-03 16:59:46,Bell Inc,"7227 Myers Rest- North Christopher, IL 91236",90c1f42e,Brittany Dodson,M,1957-03-31,Television production assistant,"482 Melvin Ville- Port Melissamouth, NY 70026",0
10bff979,health_fitness,1182.87,348018234934415,2019-03-31 02:52:48,Serrano Ltd,"855 Jackson Harbors- Port Hannah, HI 37947",2cd6b267,Christopher Day DDS,F,2004-04-27,Materials engineer,"225 Paul Greens- West Amy, KS 63691",0
8d89fea1,kids_pets,1006.01,4732828737191,2019-07-02 04:06:46,Miller Group,"7998 Lyons Fork- East Melissa, OH 19216",e56e694f,Zachary Rios,M,1943-06-23,Accounting technician,"555 Steven Spur- Aliciaborough, FM 84941",1
3acea708,health_fitness,4465.16,3592311532592531,2019-12-26 02:34:12,Fisher Ltd,"6605 Brooks Mountains- New Karlamouth, AR 47446",438d3199,Paula Parker,F,1942-05-04,Naval architect,"935 Kimberly Mission- East Jeremy, RI 39652",0
7874083c,shopping_net,4565.0,30479031746068,2019-01-05 19:13:15,Cox PLC,"6687 Lewis Spring Suite 941- East Phyllisfurt, PA 72608",076ed4e1,Stephanie Wilson,F,2000-05-10,Materials engineer,"6415 Marilyn Field- Adrianland, ID 42773",0
