Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
318191,2019-06-02 07:19:05,6011149206456997,"fraud_Baumbach, Feeney and Morar",shopping_net,83.55,Jeffrey,White,M,8617 Holmes Terrace Suite 651,Tuscarora,MD,21790,39.2667,-77.5101,100,"Production assistant, television",1979-12-11,d1a03a239a5e2c1339b77362f3cb618a,1338621545,38.6274,-78.405076,0
988868,2020-02-07 22:18:07,4997733566924489,"fraud_Mueller, Gerhold and Mueller",health_fitness,42.53,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,6c010e18a983ee43b7c150cf6ab871bc,1360275487,45.40865,-93.015825,0
1005468,2020-02-17 02:49:26,30434173205605,fraud_Nader-Heller,misc_net,714.34,Kylie,Kirby,F,79816 Jackson Squares,Shedd,OR,97377,44.453,-123.1065,917,Radio broadcast assistant,1995-07-08,ecd245faebff566f8d9a5507ebd0967d,1361069366,45.226968,-123.222397,1
1239113,2020-06-01 01:20:43,30371006069917,fraud_Cormier LLC,shopping_net,1.54,Robert,James,M,92021 Miranda Meadows,Tamaroa,IL,62888,38.138000000000005,-89.2231,2135,"Development worker, community",1961-01-31,83fbe0423c32350726c28fd722f5aab6,1370049643,37.877297,-90.058229,0
1246756,2020-06-02 23:22:47,4538566639857,fraud_Hills-Witting,shopping_net,976.55,Jerry,Kelly,M,3539 Mckenzie Stream,Fairview,NJ,7022,40.817,-74.0,13835,"Programmer, multimedia",1967-05-28,fda2f7884ca6ea55d6d021b0eaadacc6,1370215367,40.294144,-73.28307099999999,1
995705,2020-02-11 01:24:02,4997733566924489,fraud_Zemlak Group,misc_net,739.44,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,1174c16a2252642d17ca7a8d6dc143ff,1360545842,44.826051,-92.038774,1
1215783,2020-05-24 00:38:28,4433091568498503,fraud_Bogisich Inc,grocery_pos,320.12,Linda,Davis,F,493 Todd Views,Gaithersburg,MD,20882,39.2335,-77.1458,135332,Clinical biochemist,1936-03-28,b9b1a318791f7ec6a6df409e12dbf770,1369355908,38.303669,-76.913894,1
194958,2019-04-10 17:50:16,4497451418073897078,fraud_Brown Inc,kids_pets,36.33,Elizabeth,Glover,F,246 Stewart Green Suite 149,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,7026e19c97d2e4acec25044376748b6c,1334080216,32.830602,-92.507196,0
397641,2019-06-30 12:35:56,4319584480204988982,fraud_Jewess LLC,shopping_pos,798.79,Kathleen,Nash,F,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,1960-02-01,a21ced22e648d10624bccf506aff530d,1341059756,36.919581,-83.531589,1
1255383,2020-06-06 22:49:55,4440581794652,"fraud_Daugherty, Pouros and Beahan",shopping_pos,997.11,Karen,Cooper,F,425 Caleb Point Apt. 050,San Diego,CA,92128,33.0067,-117.069,1241364,"Pharmacist, hospital",1960-03-01,7643c541b185615375b941e7a2d662d6,1370558995,32.959990999999995,-117.107205,1
626716,2019-09-23 10:08:42,38580485618059,"fraud_Greenholt, Jacobi and Gleason",gas_transport,70.63,Teresa,Clark,F,1323 Derek Mission,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,1968-05-13,575c354aa04aba828e4a05cda813a9f5,1348394922,48.748706,-103.993248,0
26509,2019-01-16 00:18:15,6011366578560244,"fraud_Goldner, Kovacek and Abbott",grocery_pos,310.76,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,1997-07-01,4a3ff255e2da95fd7531adc326197609,1326673095,40.049127,-78.352387,1
24302,2019-01-15 02:18:14,373213026644490,fraud_Rau and Sons,grocery_pos,59.45,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,1987-11-30,ade55539a9ecfcda301d8090683080c0,1326593894,32.852962,-116.67341,0
498924,2019-08-05 01:36:43,213157767990030,fraud_Kihn Inc,shopping_pos,969.32,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,fb2acac6e48700fb657f5ed53dae6b76,1344130603,41.315366,-110.171043,1
197432,2019-04-12 02:09:34,38199021865320,fraud_Smith-Stokes,misc_pos,27.5,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,1988-04-15,5e575769cea579a77f22fffd58b79cbf,1334196574,42.911288,-72.492076,0
638192,2019-09-28 22:59:10,676179782773,fraud_Lynch Ltd,shopping_pos,906.3,Brittany,Mccarthy,F,621 Reilly Road Apt. 756,Albany,NY,12207,42.656000000000006,-73.7508,151022,Sales executive,1957-12-17,4522867daf1b7e564c142ee70c0ebc08,1348873150,43.563066,-72.755637,1
753459,2019-11-18 07:35:10,3501942333500073,fraud_Erdman-Kertzmann,gas_transport,47.96,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,ddc203ec350519b434e8831bc285ff38,1353224110,33.830475,-111.884373,0
979115,2020-02-01 23:46:15,343668971234893,"fraud_Zboncak, Rowe and Murazik",shopping_net,946.12,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,dbd212134e785c365243efdba0126ed5,1359762375,33.119196,-80.837704,1
843503,2019-12-14 11:26:09,3556613125071656,"fraud_Schaefer, McGlynn and Bosco",gas_transport,64.01,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,2462c41a190adab73ab68ac4a1b9ef58,1355484369,28.877608,-95.351924,0
529901,2019-08-16 14:09:03,4797297220948468262,fraud_Dooley Inc,shopping_pos,1.86,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,f0047247faf09f262dbab173c41e7626,1345126143,39.797606,-87.073145,0
1017210,2020-02-23 23:23:45,30033162392091,fraud_Kozey-McDermott,travel,12.32,Kevin,Summers,M,7302 Samantha Mission,Carroll,NE,68723,42.277,-97.1926,566,Metallurgist,1975-01-26,8e0d198ad1b0594fb578e13e88803e3b,1361661825,42.163184,-97.036028,1
448948,2019-07-18 20:17:20,3589255887819806,fraud_Watsica LLC,personal_care,1.78,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,09b2237d9fa70ac08c6f68ec2975015e,1342642640,39.475014,-78.546982,0
595825,2019-09-09 16:29:19,6523180720198790,"fraud_Champlin, Rolfson and Connelly",travel,6.37,Alan,Taylor,M,560 Molina Path,Oakdale,NY,11769,40.7382,-73.1297,9506,"Biochemist, clinical",1953-04-13,815be6133a15e4c9be03214fce10c861,1347208159,40.026776,-72.864038,0
150781,2019-03-22 15:42:45,3520550088202337,"fraud_Monahan, Hermann and Johns",travel,3.41,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,2001-07-05,8697fef0f553ba116fb824b906906f9b,1332430965,47.027171,-90.657305,0
228974,2019-04-25 23:44:32,4279161831637,fraud_Kassulke PLC,shopping_net,9.41,Lisa,Hendrix,F,35737 Kirby Fall Suite 409,Vanderbilt,PA,15486,40.0246,-79.6955,2303,Physiotherapist,1987-08-16,48456339e31cf378ea058b93d31b3100,1335397472,39.581956,-79.56195100000001,0
316915,2019-06-01 22:01:58,6011381817520024,"fraud_Schiller, Blanda and Johnson",home,53.42,Kristen,Allen,F,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,1973-07-13,3ccaa4c4f883fa54be6cf87cc583a94b,1338588118,41.78655,-103.72741,0
1093147,2020-03-30 15:01:47,6011367958204270,"fraud_Witting, Beer and Ernser",home,12.67,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,9c228a07af7f08528cd3d3926e8f9773,1364655707,41.160116,-82.184167,0
591607,2019-09-08 08:26:05,180064817343047,fraud_Erdman-Kertzmann,gas_transport,51.64,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,69f1647f4081702bc8d639d20dcfe0dc,1347092765,38.153428000000005,-86.611558,0
138324,2019-03-16 22:38:47,4355790796238264643,fraud_Kozey-Boehm,shopping_net,1204.44,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656,Exhibition designer,1969-08-04,4e235d505f5495da1382acbc53fb43ed,1331937527,39.478515,-91.382479,1
736764,2019-11-10 22:33:12,4390966588600992777,fraud_Cormier LLC,shopping_net,971.87,Kyle,Simmons,M,8149 Harris Divide,Oklahoma City,OK,73134,35.6174,-97.5583,640470,Advertising copywriter,1966-06-24,35d59a087931f987d140111154e0896c,1352586792,35.771626,-96.872113,1
199415,2019-04-13 01:57:51,4917226033950,fraud_Jaskolski-Dibbert,grocery_net,13.19,Adam,Keller,M,32600 Cobb Curve,Sardis,AL,36775,32.2844,-86.992,800,Learning disability nurse,1932-09-17,89439a7323f3e0b3497fa36008572820,1334282271,32.320044,-86.284036,1
494001,2019-08-03 19:49:58,4607072969078276,fraud_Stark-Koss,home,127.65,Brenda,Perez,F,033 Tara Brook Suite 523,Coyle,OK,73027,35.8985,-97.2607,1493,Amenity horticulturist,1985-03-21,30b65bbf164baad415101b47c842f633,1344023398,36.702458,-97.118777,0
727166,2019-11-06 21:12:23,30175986190993,fraud_Schroeder Group,health_fitness,4.33,Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,1966-06-07,31b9746a44649daf95b455b257bb2653,1352236343,46.547218,-96.179926,0
107112,2019-03-03 02:18:11,4128730454058057622,fraud_Friesen-Stamm,gas_transport,30.47,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",1949-10-04,49d6042fa64b2a4d22a0860e8ec3ecd9,1330741091,30.861896,-94.730436,0
329532,2019-06-06 07:42:03,340951438290556,fraud_Barton Inc,grocery_pos,184.74,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,9853cd9d6ac0d959af66bf24c9d1c229,1338968523,41.641356,-73.26163000000001,0
20141,2019-01-13 06:20:43,6597888193422452,fraud_Auer-West,shopping_net,19.09,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,0d30c902aa8e97577ca719fcc9686c29,1326435643,34.11981,-98.435146,0
1114828,2020-04-08 16:44:06,4681699462969,"fraud_O'Reilly, Mohr and Purdy",home,32.77,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,e4729c8c710c1d55b97c4110130ecaff,1365439446,35.475662,-85.694507,0
357481,2019-06-16 05:36:33,4792627764422477317,fraud_McDermott-Weimann,grocery_pos,172.83,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,38cb0a7990582e6f13614ba4e427ac2a,1339824993,37.970921,-94.806849,0
419517,2019-07-07 22:43:27,4311368326621416041,fraud_Kilback LLC,food_dining,131.72,Phillip,Delacruz,M,26678 Lisa Locks Apt. 904,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,1969-09-21,cb4a47fa44f0cdab4444ed86aa0753e5,1341701007,40.217138,-103.473824,0
209667,2019-04-17 02:12:34,4239552724014407,fraud_Hickle Group,shopping_pos,2.6,Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141000000000005,-84.5722,6284,Secondary school teacher,1936-03-27,6993ae2cf9c37451fb937d6df36f900e,1334628754,41.766841,-83.617928,0
1140907,2020-04-20 13:57:34,4259996134423,fraud_Volkman Ltd,misc_net,841.86,Julie,Johnson,F,9331 Robert Passage Suite 327,Hudson,KS,67545,38.1485,-98.6408,215,Probation officer,1968-11-22,89623e6470f221bb6914e553f482b5eb,1366466254,39.080466,-99.575048,1
1232518,2020-05-29 18:05:11,676102124465,fraud_Douglas-White,entertainment,72.81,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,1985-08-21,c1a53edb3f55ee24d9d7e262cff8faa4,1369850711,38.902532,-121.749402,0
95788,2019-02-25 23:43:59,3543885983111461,fraud_Miller-Harris,misc_net,811.46,Colleen,Morris,F,89650 Patricia Turnpike,Mount Vernon,NY,10553,40.9086,-73.8221,67100,Chief of Staff,1937-04-16,615a558313346056c752610a523558e7,1330213439,41.332134,-73.12532900000001,1
475169,2019-07-28 03:24:55,4254074738931278,fraud_Deckow-O'Conner,grocery_pos,313.38,Gary,Hall,M,69085 Short Shores,Allentown,NY,14707,42.0737,-78.0594,239,Radio producer,1956-05-02,b90e8d6e1b0abdb2b888bbe631bc641b,1343445895,42.643966,-77.858751,1
1150610,2020-04-25 00:16:58,180097223252063,"fraud_Schumm, Bauch and Ondricka",grocery_pos,323.13,Samantha,Ramirez,F,7281 Joshua Mills Apt. 077,Streator,IL,61364,41.1225,-88.8307,20133,Aeronautical engineer,1936-05-04,6953182c06aeda823fd822a22145de5d,1366849018,40.825587,-89.682255,1
628401,2019-09-23 21:27:20,3560725013359375,fraud_Connelly PLC,food_dining,94.39,Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,79759,31.8599,-102.7413,23,Cytogeneticist,1969-09-15,9fe676cbb9b3296feafd8786ebd65a3b,1348435640,31.294315,-102.221608,0
12208,2019-01-08 01:24:13,4755696071492,fraud_Cummings Group,grocery_net,56.96,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,1985-06-20,17e3f0e98c1bec1c132b975bcf2698e3,1325985853,33.678891,-96.445664,0
6472,2019-01-05 05:01:12,3583635130604947,"fraud_Lockman, West and Runte",grocery_pos,215.17,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,1f812db20bff5ff35b27c0b2d7df24ce,1325739672,39.675093,-75.90203699999999,0
1031031,2020-03-03 03:32:17,4809701904914,"fraud_Goldner, Kovacek and Abbott",grocery_pos,218.28,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,1984-02-07,24b42c7ab1a3f214ddc570ba2483e496,1362281537,31.835313,-85.189636,0
1295527,2020-06-21 02:13:41,4957924165498,"fraud_Schumm, Bauch and Ondricka",grocery_pos,137.68,Alan,Parsons,M,0547 Russell Ford Suite 574,Kirk,CO,80824,39.6171,-102.4776,207,Network engineer,1955-12-04,148ef7992377f42f7644f2ae66faad5e,1371780821,39.056271,-102.757143,0
179494,2019-04-03 23:48:32,5144043920225212,"fraud_Streich, Dietrich and Barton",shopping_net,994.0,Dakota,Fowler,M,16220 Joseph Point Suite 096,Mountain City,TN,37683,36.4657,-81.814,13021,Tree surgeon,2001-07-17,db194959b156dee693d5599a2ec54382,1333496912,37.324006,-80.905928,1
553196,2019-08-24 18:45:59,30197398657930,fraud_Goyette Inc,shopping_net,302.1,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,1987-09-19,74e7d791d3e26880afabe1e840cbc8e8,1345833959,36.296155,-78.236073,0
307909,2019-05-29 10:57:38,38580485618059,fraud_Buckridge PLC,misc_pos,7.18,Teresa,Clark,F,1323 Derek Mission,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,1968-05-13,c5fa94940ca85ccce7b3811da7900b22,1338289058,49.067101,-102.447685,0
254837,2019-05-06 19:39:59,3521417320836166,fraud_Mayert Group,shopping_pos,37.07,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975-11-30,dd0b6c08bc8a70b587bf77bc14061ff7,1336333199,40.514869,-85.890146,0
922325,2019-12-31 04:00:43,3596217206093829,fraud_Bartoletti-Wunsch,gas_transport,43.92,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,44421d404d2bea7e04d901a2683accdd,1356926443,40.46756,-91.860535,0
1180806,2020-05-08 08:46:54,676281772837,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,4.36,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",1950-03-25,83b4323dd65dde9ae339db9cbf041682,1368002814,31.50689,-84.461416,0
245997,2019-05-03 16:49:24,5456776410929288,"fraud_Metz, Russel and Metz",kids_pets,5.53,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,1954-05-25,997e7001922aefa064ff3459b7b6035c,1336063764,40.146899,-79.386339,0
1170890,2020-05-04 00:53:19,3560697798177746,fraud_Doyle Ltd,grocery_pos,290.48,Matthew,Young,M,8840 Miller Port Suite 645,Indian Wells,CA,92210,33.7163,-116.3381,4677,Learning mentor,1955-05-06,5f03b127aa2d3106f1143c6df6c7aed7,1367628799,33.028699,-116.74517,1
405509,2019-07-02 23:01:59,3508104404056005,fraud_Gerlach Inc,shopping_net,1047.13,Michael,Fisher,M,401 Escobar Port,East Troy,WI,53120,42.8035,-88.4092,9679,"Engineer, production",1991-04-11,e2376a803d4eebb55aa9d4c6daf461ef,1341270119,42.44785,-88.347252,1
1186435,2020-05-10 22:22:12,2229824890647120,"fraud_Berge, Kautzer and Harris",personal_care,47.91,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,13d49a16f3016780f4f0a909af15b563,1368224532,29.307097,-90.017551,1
924663,2019-12-31 22:49:38,676292294938,"fraud_Herman, Treutel and Dickens",misc_net,699.76,Lisa,Fitzpatrick,F,58761 Brewer Rapids,Skytop,PA,18357,41.2336,-75.2389,104,Financial trader,1927-08-25,8d6c8d37f84551bfe7a0918b3afe88f2,1356994178,40.327676,-74.936134,1
883358,2019-12-22 19:57:08,4476840372112,fraud_O'Connell-Ullrich,home,12.02,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,48486f5aefde46beb728dd2fe649093d,1356206228,34.843156,-85.947012,0
890705,2019-12-24 01:39:23,3546436741611231,fraud_Kunze Inc,grocery_pos,291.88,Julie,Vasquez,F,740 Moses Trail Suite 452,Byesville,OH,43723,39.9623,-81.5485,4984,Legal secretary,1952-11-23,f6f43d45f731c7cfcbe8be7f3941f767,1356313163,39.150287,-82.054102,1
985059,2020-02-05 02:37:51,180018375329178,fraud_Trantow PLC,grocery_net,40.88,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,1988-03-21,07d94ced22888bc3bf08332442fc57e8,1360031871,43.302756,-84.316412,0
167700,2019-03-30 02:56:18,2383461948823908,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,7.12,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1956-03-02,65fd3c6014579aa21855d47d045bfc3d,1333076178,43.267646,-70.65592,0
123056,2019-03-10 02:51:49,180040027502291,"fraud_Little, Gutmann and Lynch",shopping_net,3.36,Mary,Schmidt,F,022 Moore Island,New York City,NY,10162,40.7699,-73.9511,1577385,Audiological scientist,1957-12-29,77e96e6adf800c19b4dc0f71d2560a1a,1331347909,41.548567,-74.484524,0
1046584,2020-03-09 23:20:32,5130484058948421,fraud_Torphy-Kertzmann,health_fitness,75.23,Ronald,White,M,25713 Hamilton Grove Apt. 903,Beaverdam,OH,45808,40.8314,-83.9758,349,Museum/gallery conservator,1978-12-25,c0998ff38ecf08cc439e451ec3bbf966,1362871232,41.682285,-83.017416,0
840888,2019-12-13 20:17:44,377113842678100,"fraud_Denesik, Powlowski and Pouros",home,35.14,Billy,Gallagher,M,673 Delgado Burg,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,1965-03-25,53691dd208556e268fc7cc4f3f0c838e,1355429864,39.389958,-75.61652600000001,0
490393,2019-08-02 16:32:19,4279161831637,fraud_Schiller Ltd,personal_care,3.62,Lisa,Hendrix,F,35737 Kirby Fall Suite 409,Vanderbilt,PA,15486,40.0246,-79.6955,2303,Physiotherapist,1987-08-16,a6619aee0ed5ffeb6ec8ce6fa7a2ec3e,1343925139,40.203928000000005,-79.225036,0
179620,2019-04-04 01:51:22,373043435942726,"fraud_Jenkins, Hauck and Friesen",gas_transport,11.7,Vincent,Richards,M,2064 Tyler Fork,Beasley,TX,77417,29.479,-95.9681,2457,Trading standards officer,1981-03-04,9b6ba20368dc6a1f79e5400050ab4a3e,1333504282,29.374362,-95.548261,1
800440,2019-12-04 11:00:03,30270432095985,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,95.18,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,82b3f1dd365bc5498d81a52c8525270d,1354618803,41.354041,-90.582478,0
268331,2019-05-12 23:42:14,630451534402,fraud_Bode-Schuster,kids_pets,20.57,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,d557ca1ace1282191cd0e808941ce600,1336866134,45.740042,-86.610212,1
963650,2020-01-24 00:13:31,180084695172649,"fraud_Bins, Balistreri and Beatty",shopping_pos,773.07,Holly,Mann,F,7644 Joseph Fields,Nokomis,IL,62075,39.3036,-89.2853,3458,Building surveyor,1985-12-08,8f4645189ae5005f205d922a455589fa,1358986411,39.517826,-88.5864,1
1193194,2020-05-13 03:14:32,3561212938177173,"fraud_Greenholt, Jacobi and Gleason",gas_transport,8.84,Jose,Campbell,M,550 Cunningham Squares,Dadeville,AL,36853,32.8224,-85.7704,8269,Minerals surveyor,1977-01-04,42b8086641a1e01d24ae2e8fa74b3da0,1368414872,31.872532,-85.430818,1
865088,2019-12-18 20:57:50,3521815216091574,fraud_Romaguera Ltd,health_fitness,71.51,Wayne,Marsh,M,172 Leonard Island,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,1978-08-27,0c86d1504319a656294cb91f31116b2c,1355864270,40.221331,-104.787018,0
